pairid,genesymbol,drugid,guidelineid,usedforrecommendation,version,cpiclevel,pgkbcalevel,pgxtesting,citations,removed,removeddate,removedreason
110095,CYP2B6,RxNorm:195085,104245.0,True,57,A,1A,Actionable PGx,['31006110'],False,,
1556302,CYP2C9,RxNorm:41127,100426.0,True,37,A,1A,,['35152405'],False,,
110291,UGT1A1,RxNorm:719872,,False,56,B/C,,Informative PGx,,False,,
110154,G6PD,RxNorm:1191,2405438.0,True,57,C,3,,['36049896'],False,,
418187,COMT,RxNorm:2670,100416.0,False,45,C,,,['33387367'],False,,
418198,COMT,RxNorm:6813,100416.0,False,47,C,3,,['33387367'],False,,
110213,G6PD,RxNorm:9071,2405438.0,True,56,C,,Actionable PGx,['36049896'],False,,
110217,G6PD,RxNorm:9894,2405438.0,False,56,C,,Actionable PGx,['36049896'],False,,
418210,OPRM1,RxNorm:56795,100416.0,False,46,C,3,,['33387367'],False,,
418211,COMT,RxNorm:10689,100416.0,False,47,C,3,,['33387367'],False,,
110408,CYP2A7P1,RxNorm:195085,,False,55,C/D,,,,True,2020-09-14,Cleanup by Kelly Caudle
110465,TP53,RxNorm:3002,,False,55,D,3,,,True,2020-09-14,Cleanup by Kelly Caudle
110468,CBR3,RxNorm:3639,,False,55,D,3,,,False,,
110491,LPA,ATC:C10AA,,False,55,D,2B,,,True,2020-09-14,Cleanup by Kelly Caudle
110505,SLC47A2,RxNorm:6809,,False,55,D,3,,,True,2020-09-14,Cleanup by Kelly Caudle
110508,CYB5R1,RxNorm:6915,,False,55,D,,Actionable PGx,,False,,
110522,DYNC2H1,ATC:L01XA,,False,55,D,3,,,True,2020-09-14,Cleanup by Kelly Caudle
110547,TCF7L2,MeSH:D013449,,False,55,D,,,,True,2020-09-14,Cleanup by Kelly Caudle
110114,TPMT,RxNorm:103,100428.0,True,58,A,1A,Testing Recommended,"['21270794', '23422873', '30447069']",False,,
110128,HLA-B,RxNorm:8183,100412.0,True,56,A,1A,Actionable PGx,"['25099164', '32779747']",False,,
110138,RYR1,RxNorm:10154,100427.0,True,56,A,1A,Actionable PGx,['30499100'],False,,
110139,CYP3A5,RxNorm:42316,100418.0,True,69,A,1A,,['25801146'],False,,
110144,TPMT,RxNorm:10485,100428.0,True,58,A,3,Testing Recommended,"['21270794', '23422873', '30447069']",False,,
110147,CYP2C19,RxNorm:121243,100410.0,True,56,A,1A,Actionable PGx,['27981572'],False,,
110186,CYP2C19,RxNorm:3638,100414.0,True,56,B,1A,Actionable PGx,"['23486447', '27997040']",False,,
